#ID	                 T1	 T3	Chi	        Q_value	                   log2(A/B)	regulated	COG_class	COG_class_annotation	GO_annotation	KEGG_annotation	Swissprot_annotation	TrEMBL_annotation	nr_annotation	nt_annotation
T3_Unigene_BMK.62344	18	101	0.000000	0	-2.48828648130948	down	--	--	Cellular Component: plasma membrane (GO:0005886);; Cellular Component: plant-type cell wall (GO:0009505);; Cellular Component: plasmodesma (GO:0009506);; Biological Process: tissue development (GO:0009888);; Biological Process: root morphogenesis (GO:0010015);; Biological Process: regulation of hormone levels (GO:0010817);; Biological Process: cellular component organization (GO:0016043);; Biological Process: cell growth (GO:0016049);; Biological Process: killing of cells of other organism (GO:0031640);; Biological Process: primary metabolic process (GO:0044238);; Biological Process: cellular developmental process (GO:0048869);; Biological Process: defense response to fungus (GO:0050832);; Biological Process: developmental growth involved in morphogenesis (GO:0060560);; 	--	Defensin-like protein 2 OS=Triticum aestivum PE=1 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	hypothetical protein F775_43789 [Aegilops tauschii]	Triticum aestivum cDNA, clone: SET1_C18, cultivar: Chinese Spring
T2_Unigene_BMK.57676	137	502	0.000000	0	-1.87351147099025	down	--	--	Cellular Component: mitochondrion (GO:0005739);; Cellular Component: chloroplast (GO:0009507);; Cellular Component: photosystem I (GO:0009522);; Cellular Component: photosystem II (GO:0009523);; Cellular Component: chloroplast thylakoid membrane (GO:0009535);; Biological Process: response to blue light (GO:0009637);; Biological Process: photosynthesis, light harvesting (GO:0009765);; Cellular Component: chloroplast envelope (GO:0009941);; Biological Process: response to red light (GO:0010114);; Biological Process: response to far red light (GO:0010218);; Cellular Component: plastoglobule (GO:0010287);; Cellular Component: membrane (GO:0016020);; Cellular Component: integral to membrane (GO:0016021);; Molecular Function: chlorophyll binding (GO:0016168);; Biological Process: protein-chromophore linkage (GO:0018298);; Molecular Function: metal ion binding (GO:0046872);; Cellular Component: apoplast (GO:0048046);; 	K08912|1e-179|sbi:SORBI_09g028720|hypothetical protein	Chlorophyll a-b binding protein, chloroplastic OS=Triticum aestivum GN=WHAB1.6 PE=3 SV=1	Chloroplast light-harvesting chlorophyll a/b binding protein OS=Triticum aestivum (Wheat) PE=2 SV=1	chloroplast light-harvesting chlorophyll a/b binding protein [Triticum aestivum]	Triticum aestivum cDNA, clone: SET5_E08, cultivar: Chinese Spring
T1_Unigene_BMK.38135	39	168	0.000000	0	-2.10691520391651	down	[O]	Posttranslational modification, protein turnover, chaperones 	Molecular Function: ATP binding (GO:0005524);; Cellular Component: cell wall (GO:0005618);; Cellular Component: nucleolus (GO:0005730);; Cellular Component: mitochondrion (GO:0005739);; Cellular Component: vacuolar membrane (GO:0005774);; Cellular Component: Golgi apparatus (GO:0005794);; Cellular Component: cytosol (GO:0005829);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: protein folding (GO:0006457);; Biological Process: defense response (GO:0006952);; Biological Process: response to water deprivation (GO:0009414);; Cellular Component: plasmodesma (GO:0009506);; Cellular Component: chloroplast stroma (GO:0009570);; Biological Process: response to mechanical stimulus (GO:0009612);; Biological Process: response to salt stress (GO:0009651);; Biological Process: defense response to bacterium, incompatible interaction (GO:0009816);; Biological Process: flower development (GO:0009908);; Biological Process: negative regulation of seed germination (GO:0010187);; Biological Process: heat acclimation (GO:0010286);; Molecular Function: ATPase activity (GO:0016887);; Biological Process: calcium-mediated signaling (GO:0019722);; Cellular Component: apoplast (GO:0048046);; Biological Process: leaf development (GO:0048366);; Biological Process: protein stabilization (GO:0050821);; Molecular Function: unfolded protein binding (GO:0051082);; Biological Process: cellular response to calcium ion (GO:0071277);; Biological Process: stomatal closure (GO:0090332);; 	K04079|6e-72|osa:4345951|Os08g0500700	Heat shock protein 81-1 OS=Oryza sativa subsp. japonica GN=HSP81-1 PE=2 SV=2	Putative heat shock protein (Fragment) OS=Iris tectorum PE=2 SV=1	putative heat shock protein [Iris tectorum]	Aegilops tauschii heat shock protein 90 (Hsp90.2-D1) gene, complete cds
T3_Unigene_BMK.13133	48	112	0.000000	0	-1.22239242133645	down	--	--	Cellular Component: plasma membrane (GO:0005886);; Cellular Component: photosystem I (GO:0009522);; Cellular Component: photosystem II (GO:0009523);; Cellular Component: chloroplast thylakoid membrane (GO:0009535);; Biological Process: response to blue light (GO:0009637);; Biological Process: photosynthesis, light harvesting (GO:0009765);; Cellular Component: chloroplast envelope (GO:0009941);; Biological Process: response to red light (GO:0010114);; Biological Process: response to far red light (GO:0010218);; Cellular Component: plastoglobule (GO:0010287);; Cellular Component: integral to membrane (GO:0016021);; Molecular Function: chlorophyll binding (GO:0016168);; Biological Process: protein-chromophore linkage (GO:0018298);; Molecular Function: metal ion binding (GO:0046872);; 	K08913|1e-157|osa:4333359|Os03g0592500	Chlorophyll a-b binding protein, chloroplastic OS=Oryza sativa subsp. japonica GN=RCABP89 PE=2 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	PREDICTED: chlorophyll a-b binding protein, chloroplastic-like [Brachypodium distachyon]	Hordeum vulgare subsp. vulgare cDNA clone: FLbaf50l08, mRNA sequence
T1_Unigene_BMK.61705	21	2	0.000078	0.0037499129620964	3.39231742277876	up	--	--	Biological Process: defense response (GO:0006952);; Biological Process: response to bacterium (GO:0009617);; Biological Process: response to organic substance (GO:0010033);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Cellular Component: intracellular membrane-bounded organelle (GO:0043231);; Cellular Component: cytoplasmic part (GO:0044444);; Cellular Component: cell periphery (GO:0071944);; 	--	Cysteine-rich repeat secretory protein 55 OS=Arabidopsis thaliana GN=CRRSP55 PE=2 SV=1	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	hypothetical protein F775_26971 [Aegilops tauschii]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv1150L07
T1_Unigene_BMK.48944	77	289	0.000000	0	-1.90813914180578	down	--	--	Cellular Component: cytosol (GO:0005829);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: response to osmotic stress (GO:0006970);; Cellular Component: chloroplast (GO:0009507);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Biological Process: defense response to bacterium (GO:0042742);; Biological Process: primary metabolic process (GO:0044238);; Biological Process: cellular biosynthetic process (GO:0044249);; Biological Process: defense response to fungus (GO:0050832);; 	--	Uncharacterized protein At5g22580 OS=Arabidopsis thaliana GN=At5g22580 PE=1 SV=1	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	hypothetical protein F775_32552 [Aegilops tauschii]	Hordeum vulgare subsp. vulgare cDNA clone: FLbaf145e12, mRNA sequence
T3_Unigene_BMK.59711	35	1	0.000000	0	5.12928301694497	up	--	--	Molecular Function: RNA binding (GO:0003723);; Molecular Function: endonuclease activity (GO:0004519);; Molecular Function: ribonuclease activity (GO:0004540);; Cellular Component: extracellular region (GO:0005576);; Cellular Component: cell wall (GO:0005618);; Cellular Component: vacuole (GO:0005773);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: amino acid transport (GO:0006865);; Biological Process: response to stress (GO:0006950);; Biological Process: aging (GO:0007568);; Biological Process: response to wounding (GO:0009611);; Biological Process: anthocyanin-containing compound biosynthetic process (GO:0009718);; Biological Process: jasmonic acid mediated signaling pathway (GO:0009867);; Biological Process: cellular process (GO:0009987);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Biological Process: cellular response to phosphate starvation (GO:0016036);; Molecular Function: ribonuclease T2 activity (GO:0033897);; Biological Process: cellular catabolic process (GO:0044248);; Cellular Component: cell periphery (GO:0071944);; Biological Process: nucleic acid metabolic process (GO:0090304);; 	--	Ribonuclease 3 OS=Arabidopsis thaliana GN=RNS3 PE=2 SV=1	Aleurone ribonuclease (Fragment) OS=Hordeum vulgare (Barley) PE=2 SV=1	Ribonuclease 1 [Triticum urartu]	Triticum aestivum cDNA, clone: SET1_H17, cultivar: Chinese Spring
T2_Unigene_BMK.29628	50	155	0.000000	0	-1.63226821549951	down	--	--	Molecular Function: serine-type endopeptidase inhibitor activity (GO:0004867);; Biological Process: response to wounding (GO:0009611);; Molecular Function: peptidase inhibitor activity (GO:0030414);; 	--	Subtilisin-chymotrypsin inhibitor-2A OS=Hordeum vulgare PE=1 SV=2	Putative uncharacterized protein bci-7 GN=bci-7 OS=Hordeum vulgare (Barley) PE=4 SV=2	hypothetical protein F775_43790 [Aegilops tauschii]	Hordeum vulgare subsp. vulgare cDNA clone: FLbaf14h10, mRNA sequence
T3_Unigene_BMK.3388	218	98	0.000000	0	1.15347448066172	up	--	--	Cellular Component: plant-type vacuole (GO:0000325);; Molecular Function: cysteine-type endopeptidase activity (GO:0004197);; Molecular Function: phospholipase A2 activity (GO:0004623);; Molecular Function: protein binding (GO:0005515);; Cellular Component: cell wall (GO:0005618);; Cellular Component: cytosol (GO:0005829);; Biological Process: glycolysis (GO:0006096);; Biological Process: proteolysis (GO:0006508);; Biological Process: water transport (GO:0006833);; Biological Process: hyperosmotic response (GO:0006972);; Biological Process: Golgi organization (GO:0007030);; Biological Process: response to temperature stimulus (GO:0009266);; Biological Process: response to water deprivation (GO:0009414);; Cellular Component: plasmodesma (GO:0009506);; Biological Process: response to salt stress (GO:0009651);; Biological Process: glucuronoxylan metabolic process (GO:0010413);; Biological Process: developmental programmed cell death (GO:0010623);; Biological Process: chlorophyll catabolic process (GO:0015996);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Biological Process: cysteine biosynthetic process (GO:0019344);; Biological Process: hydrogen peroxide catabolic process (GO:0042744);; Cellular Component: nuclear part (GO:0044428);; Cellular Component: chloroplast part (GO:0044434);; Biological Process: xylan biosynthetic process (GO:0045492);; Biological Process: response to cadmium ion (GO:0046686);; Cellular Component: apoplast (GO:0048046);; Biological Process: defense response to fungus (GO:0050832);; 	--	Oryzain alpha chain OS=Oryza sativa subsp. japonica GN=Os04g0650000 PE=1 SV=2	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	Oryzain alpha chain [Aegilops tauschii]	Triticum aestivum cDNA, clone: SET3_A06, cultivar: Chinese Spring
T4_Unigene_BMK.16626	40	184	0.000000	0	-2.20163386116965	down	--	--	Biological Process: RNA processing (GO:0006396);; Cellular Component: nuclear part (GO:0044428);; 	--	Serine/arginine repetitive matrix protein 1 OS=Homo sapiens GN=SRRM1 PE=1 SV=2	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv2084K09
T1_Unigene_BMK.56815	19	57	0.000012	0.000743132007233273	-1.58496250072116	down	--	--	Molecular Function: binding (GO:0005488);; Biological Process: gene expression (GO:0010467);; Biological Process: RNA metabolic process (GO:0016070);; Cellular Component: nuclear lumen (GO:0031981);; 	--	Serine/arginine repetitive matrix protein 2 OS=Homo sapiens GN=SRRM2 PE=1 SV=2	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	PREDICTED: uncharacterized protein LOC100825906 [Brachypodium distachyon]	Triticum aestivum cDNA, clone: WT002_F07, cultivar: Chinese Spring
T3_Unigene_BMK.67769	101	252	0.000000	0	-1.31906844074812	down	[J]	Translation, ribosomal structure and biogenesis 	Molecular Function: structural constituent of ribosome (GO:0003735);; Cellular Component: nucleolus (GO:0005730);; Cellular Component: mitochondrion (GO:0005739);; Cellular Component: vacuole (GO:0005773);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: translation (GO:0006412);; Molecular Function: 5S rRNA binding (GO:0008097);; Biological Process: cell proliferation (GO:0008283);; Cellular Component: chloroplast (GO:0009507);; Biological Process: adaxial/abaxial pattern specification (GO:0009955);; Biological Process: leaf morphogenesis (GO:0009965);; Biological Process: root morphogenesis (GO:0010015);; Cellular Component: cytosolic large ribosomal subunit (GO:0022625);; 	K02932|4e-86|zma:100283353|60S ribosomal protein L5-1	60S ribosomal protein L5-1 OS=Oryza sativa subsp. japonica GN=RPL5A PE=2 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	60S ribosomal protein L5-2 [Aegilops tauschii]	Triticum aestivum cultivar Yujiao 2 60S ribosomal protein L5 mRNA, complete cds
T1_Unigene_BMK.60091	44	209	0.000000	0	-2.24792751344359	down	[IQR]	--	Biological Process: maltose metabolic process (GO:0000023);; Biological Process: polysaccharide catabolic process (GO:0000272);; Molecular Function: NADPH dehydrogenase activity (GO:0003959);; Molecular Function: protein binding (GO:0005515);; Biological Process: pentose-phosphate shunt (GO:0006098);; Biological Process: rRNA processing (GO:0006364);; Biological Process: unsaturated fatty acid biosynthetic process (GO:0006636);; Biological Process: phosphatidylglycerol biosynthetic process (GO:0006655);; Biological Process: aromatic amino acid family biosynthetic process (GO:0009073);; Cellular Component: chloroplast thylakoid membrane (GO:0009535);; Biological Process: response to blue light (GO:0009637);; Biological Process: plant-type cell wall organization (GO:0009664);; Biological Process: response to ethylene stimulus (GO:0009723);; Biological Process: chloroplast relocation (GO:0009902);; Cellular Component: chloroplast envelope (GO:0009941);; Biological Process: leaf morphogenesis (GO:0009965);; Biological Process: thylakoid membrane organization (GO:0010027);; Biological Process: response to red light (GO:0010114);; Biological Process: photosystem II assembly (GO:0010207);; Biological Process: response to far red light (GO:0010218);; Biological Process: photosynthesis (GO:0015979);; Biological Process: chlorophyll biosynthetic process (GO:0015995);; Biological Process: carotenoid biosynthetic process (GO:0016117);; Molecular Function: protochlorophyllide reductase activity (GO:0016630);; Biological Process: starch biosynthetic process (GO:0019252);; Biological Process: isopentenyl diphosphate biosynthetic process, mevalonate-independent pathway (GO:0019288);; Biological Process: cysteine biosynthetic process (GO:0019344);; Biological Process: glucosinolate biosynthetic process (GO:0019761);; Biological Process: cell differentiation (GO:0030154);; Biological Process: positive regulation of catalytic activity (GO:0043085);; Biological Process: positive regulation of transcription, DNA-dependent (GO:0045893);; Biological Process: cellular response to stimulus (GO:0051716);; Biological Process: oxidation-reduction process (GO:0055114);; 	--	Protochlorophyllide reductase A, chloroplastic OS=Triticum aestivum GN=PORA PE=3 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	RecName: Full=Protochlorophyllide reductase A, chloroplastic; Short=PCR A; AltName: Full=NADPH-protochlorophyllide oxidoreductase A; Short=POR A; Flags: Precursor 	Triticum aestivum cDNA, clone: WT004_P21, cultivar: Chinese Spring
T2_Unigene_BMK.33960	5	27	0.000095	0.00446686956521739	-2.43295940727611	down	--	--	Molecular Function: acid phosphatase activity (GO:0003993);; Molecular Function: protein serine/threonine phosphatase activity (GO:0004722);; Cellular Component: extracellular region (GO:0005576);; Cellular Component: cell wall (GO:0005618);; Biological Process: tryptophan catabolic process (GO:0006569);; Cellular Component: chloroplast (GO:0009507);; Biological Process: systemic acquired resistance (GO:0009627);; Biological Process: indoleacetic acid biosynthetic process (GO:0009684);; Biological Process: cellular response to phosphate starvation (GO:0016036);; Biological Process: galactolipid biosynthetic process (GO:0019375);; Biological Process: regulation of defense response (GO:0031347);; Biological Process: negative regulation of transcription, DNA-dependent (GO:0045892);; Molecular Function: metal ion binding (GO:0046872);; 	--	Nucleotide pyrophosphatase/phosphodiesterase (Fragments) OS=Hordeum vulgare GN=npp PE=1 SV=2	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv3081M13
T1_Unigene_BMK.65255	95	206	0.000000	0	-1.11664491885227	down	[E]	Amino acid transport and metabolism 	Molecular Function: methylenetetrahydrofolate reductase (NADPH) activity (GO:0004489);; Cellular Component: cytosol (GO:0005829);; Biological Process: methionine metabolic process (GO:0006555);; Biological Process: blood circulation (GO:0008015);; Biological Process: tetrahydrofolate interconversion (GO:0035999);; Biological Process: folic acid metabolic process (GO:0046655);; Biological Process: homocysteine metabolic process (GO:0050667);; Biological Process: oxidation-reduction process (GO:0055114);; Molecular Function: modified amino acid binding (GO:0072341);; 	K00297|0.0|osa:4334554|Os03g0815200	Probable methylenetetrahydrofolate reductase OS=Oryza sativa subsp. japonica GN=Os03g0815200 PE=2 SV=1	Methylenetetrahydrofolate reductase GN=BRADI1G04140 OS=Brachypodium distachyon (Purple false brome) PE=3 SV=1	Putative methylenetetrahydrofolate reductase [Aegilops tauschii]	Triticum monococcum 5,10-methylene-tetrahydrofolate reductase mRNA, complete cds
T3_Unigene_BMK.53572	0	31	0.000000	0	-14.919980595049	down	--	--	Biological Process: transport (GO:0006810);; Cellular Component: plastid (GO:0009536);; Cellular Component: membrane (GO:0016020);; Cellular Component: intracellular membrane-bounded organelle (GO:0043231);; Cellular Component: cytoplasmic part (GO:0044444);; Cellular Component: intracellular organelle part (GO:0044446);; 	K05862|2e-18|zma:541796|vdac2	Mitochondrial outer membrane protein porin 1 OS=Oryza sativa subsp. japonica GN=VDAC1 PE=1 SV=3	Uncharacterized protein GN=Si022925m.g OS=Setaria italica (Foxtail millet) PE=4 SV=1	voltage-dependent anion channel protein2 [Zea mays] 	--
T3_Unigene_BMK.60065	133	406	0.000000	0	-1.61005348168399	down	--	--	Biological Process: cell morphogenesis (GO:0000902);; Molecular Function: actin binding (GO:0003779);; Cellular Component: nucleus (GO:0005634);; Cellular Component: mitochondrion (GO:0005739);; Cellular Component: cytosol (GO:0005829);; Cellular Component: actin filament (GO:0005884);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: gluconeogenesis (GO:0006094);; Biological Process: glycolysis (GO:0006096);; Biological Process: protein targeting to vacuole (GO:0006623);; Biological Process: response to oxidative stress (GO:0006979);; Cellular Component: plasmodesma (GO:0009506);; Cellular Component: chloroplast (GO:0009507);; Biological Process: response to salt stress (GO:0009651);; Biological Process: defense response signaling pathway, resistance gene-dependent (GO:0009870);; Biological Process: trichoblast differentiation (GO:0010054);; Cellular Component: actin cytoskeleton (GO:0015629);; Biological Process: cell growth (GO:0016049);; Biological Process: actin filament depolymerization (GO:0030042);; Biological Process: defense response to bacterium (GO:0042742);; Biological Process: response to cadmium ion (GO:0046686);; Biological Process: Golgi vesicle transport (GO:0048193);; 	--	Actin-depolymerizing factor 3 OS=Oryza sativa subsp. japonica GN=ADF3 PE=1 SV=1	WCOR719 GN=Wcor719 OS=Triticum aestivum (Wheat) PE=2 SV=1	WCOR719 [Triticum aestivum]	Triticum aestivum actin-binding protein WCOR719 (Wcor719) mRNA, complete cds
T4_Unigene_BMK.4544	30	66	0.000218	0.00907123693803159	-1.13750352374993	down	[J]	Translation, ribosomal structure and biogenesis 	Biological Process: embryo development (GO:0009790);; 	--	Basic proline-rich protein OS=Sus scrofa PE=1 SV=2	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	hypothetical protein F775_31028 [Aegilops tauschii]	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv2026N08
T1_Unigene_BMK.66494	99	31	0.000000	0	1.67516030969273	up	[R]	General function prediction only 	Molecular Function: protein serine/threonine phosphatase activity (GO:0004722);; Cellular Component: nucleus (GO:0005634);; Biological Process: protein dephosphorylation (GO:0006470);; Cellular Component: plastid (GO:0009536);; Biological Process: response to wounding (GO:0009611);; Biological Process: response to abiotic stimulus (GO:0009628);; Biological Process: abscisic acid mediated signaling pathway (GO:0009738);; Biological Process: stomatal lineage progression (GO:0010440);; Biological Process: mRNA modification (GO:0016556);; Molecular Function: metal ion binding (GO:0046872);; Biological Process: defense response to fungus (GO:0050832);; 	--	Rhodanese-like domain-containing protein 8, chloroplastic OS=Arabidopsis thaliana GN=STR8 PE=2 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	hypothetical protein F775_02126 [Aegilops tauschii]	Triticum aestivum cDNA, clone: WT013_L23, cultivar: Chinese Spring
T1_Unigene_BMK.54645	96	14	0.000000	0	2.77760757866355	up	--	--	--	--	--	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	hypothetical protein TRIUR3_27172 [Triticum urartu]	Triticum aestivum cDNA, clone: WT009_F15, cultivar: Chinese Spring
T2_Unigene_BMK.55671	137	51	0.000000	0	1.42560674098903	up	--	--	Biological Process: polysaccharide biosynthetic process (GO:0000271);; Biological Process: regulation of cell growth (GO:0001558);; Molecular Function: structural constituent of ribosome (GO:0003735);; Molecular Function: protein kinase activity (GO:0004672);; Cellular Component: mitochondrion (GO:0005739);; Cellular Component: ribosome (GO:0005840);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: translation (GO:0006412);; Biological Process: protein phosphorylation (GO:0006468);; Biological Process: microtubule nucleation (GO:0007020);; Biological Process: cell-cell signaling (GO:0007267);; Biological Process: embryo sac development (GO:0009553);; Biological Process: microsporogenesis (GO:0009556);; Biological Process: virus induced gene silencing (GO:0009616);; Biological Process: plant-type cell wall organization (GO:0009664);; Biological Process: cytokinin mediated signaling pathway (GO:0009736);; Biological Process: brassinosteroid mediated signaling pathway (GO:0009742);; Biological Process: multidimensional cell growth (GO:0009825);; Biological Process: determination of bilateral symmetry (GO:0009855);; Biological Process: cell tip growth (GO:0009932);; Biological Process: polarity specification of adaxial/abaxial axis (GO:0009944);; Biological Process: leaf morphogenesis (GO:0009965);; Biological Process: meristem initiation (GO:0010014);; Biological Process: xylem and phloem pattern formation (GO:0010051);; Biological Process: regulation of meristem growth (GO:0010075);; Biological Process: stomatal complex morphogenesis (GO:0010103);; Biological Process: transpiration (GO:0010148);; Biological Process: leaf senescence (GO:0010150);; Biological Process: pollen maturation (GO:0010152);; Biological Process: production of ta-siRNAs involved in RNA interference (GO:0010267);; Biological Process: regulation of hormone levels (GO:0010817);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Molecular Function: kinase activity (GO:0016301);; Biological Process: phosphorylation (GO:0016310);; Biological Process: regulation of cell adhesion (GO:0030155);; Molecular Function: receptor serine/threonine kinase binding (GO:0033612);; Biological Process: production of miRNAs involved in gene silencing by miRNA (GO:0035196);; Biological Process: defense response to bacterium (GO:0042742);; Biological Process: anthocyanin accumulation in tissues in response to UV light (GO:0043481);; Biological Process: cellular biosynthetic process (GO:0044249);; Biological Process: small molecule biosynthetic process (GO:0044283);; Biological Process: secondary metabolite biosynthetic process (GO:0044550);; Biological Process: inflorescence morphogenesis (GO:0048281);; Biological Process: flower morphogenesis (GO:0048439);; Biological Process: ovule development (GO:0048481);; Biological Process: anther development (GO:0048653);; Biological Process: root hair elongation (GO:0048767);; Biological Process: defense response to fungus (GO:0050832);; Biological Process: regulation of cell division (GO:0051302);; Biological Process: regulation of organ morphogenesis (GO:2000027);; 	--	Somatic embryogenesis receptor kinase 1 OS=Arabidopsis thaliana GN=SERK1 PE=1 SV=2	Leucine-rich repeat protein OS=Triticum aestivum (Wheat) PE=2 SV=1	Somatic embryogenesis receptor kinase 1 [Aegilops tauschii]	Triticum aestivum cDNA, clone: SET1_P24, cultivar: Chinese Spring
T1_Unigene_BMK.62231	102	16	0.000000	0	2.6724253419715	up	--	--	Molecular Function: DNA binding (GO:0003677);; Biological Process: regulation of transcription, DNA-dependent (GO:0006355);; 	--	--	NAC domain transcription factor GN=NAC69-1 OS=Triticum aestivum (Wheat) PE=2 SV=1	NAC domain-containing protein 29 [Aegilops tauschii]	Triticum aestivum NAC domain transcription factor (NAC69-3) mRNA, complete cds
T3_Unigene_BMK.5246	53	251	0.000000	0	-2.24362309938757	down	[R]	General function prediction only 	Cellular Component: mitochondrion (GO:0005739);; Biological Process: metabolic process (GO:0008152);; Molecular Function: phosphoglycolate phosphatase activity (GO:0008967);; 	--	Haloacid dehalogenase-like hydrolase domain-containing protein 3 OS=Bos taurus GN=HDHD3 PE=2 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	Haloacid dehalogenase-like hydrolase domain-containing protein 3 [Aegilops tauschii]	Triticum aestivum cDNA, clone: WT004_B08, cultivar: Chinese Spring
T1_Unigene_BMK.51675	143	57	0.000000	0	1.32698132261365	up	--	--	--	--	--	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	hypothetical protein TRIUR3_01588 [Triticum urartu]	Hordeum vulgare subsp. vulgare cDNA clone: FLbaf150e10, mRNA sequence
T3_Unigene_BMK.66073	53	14	0.000002	0.000146142247510669	1.9205655325056	up	--	--	Biological Process: transition metal ion transport (GO:0000041);; Molecular Function: tRNA-intron endonuclease activity (GO:0000213);; Cellular Component: tRNA-intron endonuclease complex (GO:0000214);; Molecular Function: DNA binding (GO:0003677);; Molecular Function: thiosulfate sulfurtransferase activity (GO:0004792);; Biological Process: tRNA splicing, via endonucleolytic cleavage and ligation (GO:0006388);; Biological Process: anion transport (GO:0006820);; Biological Process: response to oxidative stress (GO:0006979);; Biological Process: cell communication (GO:0007154);; Biological Process: aging (GO:0007568);; Molecular Function: zinc ion binding (GO:0008270);; Cellular Component: chloroplast (GO:0009507);; Biological Process: response to wounding (GO:0009611);; Biological Process: response to sucrose stimulus (GO:0009744);; Biological Process: response to fructose stimulus (GO:0009750);; Biological Process: response to jasmonic acid stimulus (GO:0009753);; Biological Process: tissue development (GO:0009888);; Biological Process: regulation of cellular process (GO:0050794);; Biological Process: cellular response to stimulus (GO:0051716);; 	--	Senescence-associated protein DIN1 OS=Raphanus sativus GN=DIN1 PE=2 SV=1	Senescence-associated protein GN=SAP OS=Triticum aestivum (Wheat) PE=2 SV=1	senescence-associated protein [Triticum aestivum]	Triticum aestivum senescence-associated protein (SAP) mRNA, complete cds
T3_Unigene_BMK.69759	6	71	0.000000	0	-3.56478461878353	down	--	--	Molecular Function: protein binding (GO:0005515);; Cellular Component: integral to plasma membrane (GO:0005887);; Biological Process: copper ion transport (GO:0006825);; Biological Process: response to osmotic stress (GO:0006970);; Molecular Function: sucrose transmembrane transporter activity (GO:0008515);; Biological Process: carbohydrate transport (GO:0008643);; Cellular Component: plastid (GO:0009536);; Biological Process: pollen development (GO:0009555);; Biological Process: anther dehiscence (GO:0009901);; Biological Process: sucrose transport (GO:0015770);; Biological Process: defense response to bacterium (GO:0042742);; Molecular Function: sugar transmembrane transporter activity (GO:0051119);; Biological Process: cellular response to organic substance (GO:0071310);; 	--	Bidirectional sugar transporter SWEET11 OS=Oryza sativa subsp. japonica GN=SWEET11 PE=1 SV=1	MTN3 OS=Zea mays (Maize) PE=2 SV=1	Protein RUPTURED POLLEN GRAIN 1 [Aegilops tauschii]	Sorghum bicolor hypothetical protein, mRNA
