#SwissprotGeneID	Database_ID	E_value	Identity	Score	Annotation
T3_Unigene_BMK.5500	sp|Q9SJL9|XTH32_ARATH	4.53045e-132	179/294(60.88)	387	Probable xyloglucan endotransglucosylase/hydrolase protein 32 OS=Arabidopsis thaliana GN=XTH32 PE=2 SV=1
T3_Unigene_BMK.5601	sp|Q8LAW2|AFR_ARATH	2.68791e-72	140/379(36.94)	243	F-box protein AFR OS=Arabidopsis thaliana GN=AFR PE=1 SV=2
T3_Unigene_BMK.5732	sp|P37707|B2_DAUCA	8.18974e-94	146/211(69.19)	287	B2 protein OS=Daucus carota PE=2 SV=1
T3_Unigene_BMK.57347	sp|Q5ZMJ9|SRRM1_CHICK	9.86432e-08	62/189(32.80)	56	Serine/arginine repetitive matrix protein 1 OS=Gallus gallus GN=SRRM1 PE=2 SV=1
T3_Unigene_BMK.57350	sp|Q86UU5|GGN_HUMAN	2.08335e-06	34/103(33.01)	51	Gametogenetin OS=Homo sapiens GN=GGN PE=2 SV=2
T3_Unigene_BMK.57402	sp|P28968|GP2_EHV1B	4.09325e-24	84/213(39.44)	102	Glycoprotein gp2 OS=Equine herpesvirus 1 (strain Ab4p) GN=EUs4 PE=4 SV=1
T3_Unigene_BMK.5760	sp|Q6ZQP7|YV021_HUMAN	1.79954e-06	44/123(35.77)	52	Uncharacterized protein LOC284861 OS=Homo sapiens PE=2 SV=1
T3_Unigene_BMK.57628	sp|Q95P09|TSEP_GLOMM	4.00238e-37	52/114(45.61)	134	Protein TsetseEP OS=Glossina morsitans morsitans PE=1 SV=1
T3_Unigene_BMK.5865	sp|A3AZ88|MT2C_ORYSJ	4.34654e-26	45/69(65.22)	97	Metallothionein-like protein 2C OS=Oryza sativa subsp. japonica GN=MT2C PE=2 SV=1
T3_Unigene_BMK.587	sp|H9BFQ2|TPRL3_ERYCB	1.49191e-128	189/248(76.21)	374	Tropinone reductase-like 3 OS=Erythroxylum coca PE=2 SV=1
T3_Unigene_BMK.59805	sp|P13728|SGS3_DROYA	1.33563e-12	53/143(37.06)	69	Salivary glue protein Sgs-3 OS=Drosophila yakuba GN=Sgs3 PE=2 SV=3
T3_Unigene_BMK.5986	sp|Q9C9X3|ANXD5_ARATH	4.93263e-26	49/73(67.12)	103	Annexin D5 OS=Arabidopsis thaliana GN=ANN5 PE=2 SV=2
T3_Unigene_BMK.60065	sp|Q84TB6|ADF3_ORYSJ	7.97168e-62	97/150(64.67)	194	Actin-depolymerizing factor 3 OS=Oryza sativa subsp. japonica GN=ADF3 PE=1 SV=1
T3_Unigene_BMK.60624	sp|Q0E4A8|HS189_ORYSJ	1.48399e-41	69/87(79.31)	141	18.9 kDa heat shock protein OS=Oryza sativa subsp. japonica GN=HSP18.9 PE=2 SV=1
T3_Unigene_BMK.6074	sp|O34508|AEEP_BACSU	5.00412e-54	126/353(35.69)	192	L-Ala-D/L-Glu epimerase OS=Bacillus subtilis (strain 168) GN=ykfB PE=1 SV=1
T3_Unigene_BMK.61505	sp|Q8S8M0|CYT1A_ARATH	1.45871e-17	44/75(58.67)	77	CYSTM1 family protein A OS=Arabidopsis thaliana GN=At2g41420 PE=3 SV=1
T3_Unigene_BMK.61543	sp|P12940|IBB_HORVU	6.01102e-43	61/117(52.14)	143	Bowman-Birk type trypsin inhibitor OS=Hordeum vulgare GN=BBBI PE=1 SV=1
T3_Unigene_BMK.61628	sp|Q5U9T2|LECH_HORVU	8.98377e-62	93/146(63.70)	196	Horcolin OS=Hordeum vulgare PE=3 SV=1
T3_Unigene_BMK.61938	sp|A3C5A7|GRP2_ORYSJ	2.29281e-101	145/188(77.13)	293	Glycine-rich cell wall structural protein 2 OS=Oryza sativa subsp. japonica GN=GRP0.9 PE=2 SV=1
T3_Unigene_BMK.6208	sp|Q7EZT1|NAC67_ORYSJ	1.27955e-110	184/326(56.44)	333	NAC domain-containing protein 67 OS=Oryza sativa subsp. japonica GN=NAC67 PE=2 SV=1
T3_Unigene_BMK.62252	sp|P29250|LOX2_ORYSJ	3.69146e-70	106/143(74.13)	229	Linoleate 9S-lipoxygenase 2 OS=Oryza sativa subsp. japonica GN=LOX1.1 PE=2 SV=2
T3_Unigene_BMK.62344	sp|P20159|DEF2_WHEAT	9.40251e-30	44/47(93.62)	107	Defensin-like protein 2 OS=Triticum aestivum PE=1 SV=1
T3_Unigene_BMK.62395	sp|Q9FIA1|GDL87_ARATH	2.72984e-48	125/373(33.51)	173	GDSL esterase/lipase At5g55050 OS=Arabidopsis thaliana GN=At5g55050 PE=2 SV=1
T3_Unigene_BMK.62404	sp|Q02817|MUC2_HUMAN	7.54756e-10	42/128(32.81)	60	Mucin-2 OS=Homo sapiens GN=MUC2 PE=1 SV=2
T3_Unigene_BMK.62507	sp|P46525|CS120_WHEAT	9.279e-90	138/215(64.19)	272	Cold-shock protein CS120 OS=Triticum aestivum GN=CS120 PE=2 SV=2
T3_Unigene_BMK.62763	sp|Q9C7F5|NTF2_ARATH	9.14001e-47	75/120(62.50)	154	Nuclear transport factor 2 OS=Arabidopsis thaliana GN=NTF2 PE=2 SV=1
T3_Unigene_BMK.62824	sp|P60412|KR10B_HUMAN	2.6633e-09	45/152(29.61)	60	Keratin-associated protein 10-11 OS=Homo sapiens GN=KRTAP10-11 PE=1 SV=3
T3_Unigene_BMK.6291	sp|Q2QYE1|APY3_ORYSJ	0	308/453(67.99)	637	Probable apyrase 3 OS=Oryza sativa subsp. japonica GN=APY3 PE=2 SV=2
T3_Unigene_BMK.63321	sp|Q8UZB6|RDRP_GFKVM	3.59766e-10	54/152(35.53)	66	RNA replication protein OS=Grapevine fleck virus (isolate Italy/MT48) PE=4 SV=1
T3_Unigene_BMK.63546	sp|Q9SZN7|HIP26_ARATH	1.34854e-40	72/134(53.73)	141	Heavy metal-associated isoprenylated plant protein 26 OS=Arabidopsis thaliana GN=HIPP26 PE=1 SV=1
T3_Unigene_BMK.63870	sp|Q6ZQP7|YV021_HUMAN	1.21703e-11	51/150(34.00)	67	Uncharacterized protein LOC284861 OS=Homo sapiens PE=2 SV=1
T3_Unigene_BMK.63882	sp|Q9C7F7|UGPI5_ARATH	2.6331e-18	59/191(30.89)	84	Uncharacterized GPI-anchored protein At1g27950 OS=Arabidopsis thaliana GN=At1g27950 PE=1 SV=1
T3_Unigene_BMK.63961	sp|Q39705|ACCO2_DORSP	2.23997e-39	72/107(67.29)	140	1-aminocyclopropane-1-carboxylate oxidase 2 OS=Doritaenopsis sp. GN=ACO2 PE=2 SV=1
T3_Unigene_BMK.64029	sp|Q43681|NLTP_VIGUN	1.09723e-25	43/96(44.79)	97	Probable non-specific lipid-transfer protein AKCS9 OS=Vigna unguiculata PE=2 SV=1
T3_Unigene_BMK.6468	sp|A0SPJ6|NAMB2_TRIDB	3.40489e-31	77/189(40.74)	127	NAC transcription factor NAM-B2 OS=Triticum durum GN=NAM-B2 PE=2 SV=1
T3_Unigene_BMK.64832	sp|Q8L5C6|XIP1_WHEAT	0	299/304(98.36)	629	Xylanase inhibitor protein 1 OS=Triticum aestivum GN=XIPI PE=1 SV=2
T3_Unigene_BMK.65208	sp|P37219|ASR2_SOLLC	1.18437e-45	79/137(57.66)	153	Abscisic stress-ripening protein 2 OS=Solanum lycopersicum GN=ASR2 PE=4 SV=1
T3_Unigene_BMK.65311	sp|P0C540|ACT7_ORYSJ	0	299/315(94.92)	616	Actin-7 OS=Oryza sativa subsp. japonica GN=ACT7 PE=2 SV=1
T3_Unigene_BMK.65566	sp|A3BNA1|FLP5_ORYSJ	5.52391e-42	71/106(66.98)	142	Flowering-promoting factor 1-like protein 5 OS=Oryza sativa subsp. japonica GN=Os07g0671000 PE=3 SV=1
T3_Unigene_BMK.65687	sp|Q9QJ16|IE2_HHV6Z	1.27263e-09	45/130(34.62)	62	Immediate-early protein 2 OS=Human herpesvirus 6B (strain Z29) GN=U90/U86 PE=3 SV=1
T3_Unigene_BMK.65781	sp|P82900|NLT2G_WHEAT	2.77785e-28	50/92(54.35)	105	Non-specific lipid-transfer protein 2G OS=Triticum aestivum PE=1 SV=2
T3_Unigene_BMK.658	sp|Q9N5K2|RPAB1_CAEEL	2.87229e-68	110/211(52.13)	216	DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Caenorhabditis elegans GN=rpb-5 PE=3 SV=1
T3_Unigene_BMK.66068	sp|Q9LV48|PERK1_ARATH	3.52005e-17	55/132(41.67)	85	Proline-rich receptor-like protein kinase PERK1 OS=Arabidopsis thaliana GN=PERK1 PE=1 SV=1
T3_Unigene_BMK.66114	sp|P82900|NLT2G_WHEAT	2.2956e-57	89/96(92.71)	183	Non-specific lipid-transfer protein 2G OS=Triticum aestivum PE=1 SV=2
T3_Unigene_BMK.66234	sp|Q42842|NLT43_HORVU	5.65026e-66	103/115(89.57)	202	Non-specific lipid-transfer protein 4.3 OS=Hordeum vulgare GN=LTP4.3 PE=2 SV=1
T3_Unigene_BMK.66377	sp|Q9LEY4|HUAL1_ARATH	3.45677e-06	24/51(47.06)	51	HUA2-like protein 1 OS=Arabidopsis thaliana GN=At5g08230 PE=2 SV=1
T3_Unigene_BMK.66920	sp|Q05736|PR1_ASPOF	2.56941e-41	68/132(51.52)	141	Pathogenesis-related protein 1 OS=Asparagus officinalis GN=PR1 PE=2 SV=1
T3_Unigene_BMK.66930	sp|Q84UV8|NEC3_NICLS	1.50644e-77	124/253(49.01)	241	Bifunctional monodehydroascorbate reductase and carbonic anhydrase nectarin-3 OS=Nicotiana langsdorffii x Nicotiana sanderae GN=NEC3 PE=1 SV=1
T3_Unigene_BMK.66998	sp|Q9FJ45|GDL83_ARATH	1.53322e-52	89/203(43.84)	178	GDSL esterase/lipase At5g45910 OS=Arabidopsis thaliana GN=At5g45910 PE=2 SV=1
T3_Unigene_BMK.67000	sp|Q9FXJ2|GDL7_ARATH	6.72094e-38	65/142(45.77)	138	GDSL esterase/lipase At1g28580 OS=Arabidopsis thaliana GN=At1g28580 PE=2 SV=1
T3_Unigene_BMK.67043	sp|O04403|NLT22_PARJU	8.91687e-08	35/112(31.25)	53	Probable non-specific lipid-transfer protein 2 OS=Parietaria judaica PE=1 SV=1
T3_Unigene_BMK.67092	sp|P43400|MT1_WHEAT	1.93149e-53	75/75(100.00)	169	Metallothionein-like protein 1 OS=Triticum aestivum GN=ALI1 PE=2 SV=1
T3_Unigene_BMK.67143	sp|Q9ZV36|UXS6_ARATH	0	302/341(88.56)	622	UDP-glucuronic acid decarboxylase 6 OS=Arabidopsis thaliana GN=UXS6 PE=2 SV=1
T3_Unigene_BMK.67200	sp|Q6ZQP7|YV021_HUMAN	1.38605e-12	77/242(31.82)	68	Uncharacterized protein LOC284861 OS=Homo sapiens PE=2 SV=1
T3_Unigene_BMK.67241	sp|E1U332|ALL12_OLEEU	3.3297e-141	193/305(63.28)	409	Isoflavone reductase-like protein OS=Olea europaea PE=1 SV=1
T3_Unigene_BMK.67505	sp|P27322|HSP72_SOLLC	0	262/279(93.91)	521	Heat shock cognate 70 kDa protein 2 OS=Solanum lycopersicum GN=HSC-2 PE=1 SV=1
T3_Unigene_BMK.67660	sp|Q17RH7|TPRXL_HUMAN	7.80091e-08	39/93(41.94)	55	Putative protein TPRXL OS=Homo sapiens GN=TPRXL PE=5 SV=2
T3_Unigene_BMK.67764	sp|Q9UQ35|SRRM2_HUMAN	2.70298e-10	89/306(29.08)	66	Serine/arginine repetitive matrix protein 2 OS=Homo sapiens GN=SRRM2 PE=1 SV=2
T3_Unigene_BMK.67814	sp|Q9SN46|LRX5_ARATH	7.4701e-07	50/163(30.67)	54	Leucine-rich repeat extensin-like protein 5 OS=Arabidopsis thaliana GN=LRX5 PE=2 SV=2
T3_Unigene_BMK.67901	sp|P46519|LEA14_SOYBN	2.34342e-39	62/114(54.39)	133	Desiccation protectant protein Lea14 homolog OS=Glycine max PE=2 SV=1
T3_Unigene_BMK.67943	sp|P46525|CS120_WHEAT	5.55013e-99	153/262(58.40)	295	Cold-shock protein CS120 OS=Triticum aestivum GN=CS120 PE=2 SV=2
T3_Unigene_BMK.67952	sp|Q6K4V2|SWET4_ORYSJ	1.03001e-99	146/165(88.48)	293	Bidirectional sugar transporter SWEET4 OS=Oryza sativa subsp. japonica GN=SWEET4 PE=2 SV=1
T3_Unigene_BMK.6831	sp|Q9C544|CM3_ARATH	4.02783e-123	181/255(70.98)	365	Chorismate mutase 3, chloroplastic OS=Arabidopsis thaliana GN=CM3 PE=1 SV=1
T3_Unigene_BMK.68511	sp|Q5N942|SAPK4_ORYSJ	0	337/362(93.09)	678	Serine/threonine-protein kinase SAPK4 OS=Oryza sativa subsp. japonica GN=SAPK4 PE=2 SV=2
T3_Unigene_BMK.68548	sp|Q9LHE3|ASPG2_ARATH	2.53988e-48	122/358(34.08)	178	Protein ASPARTIC PROTEASE IN GUARD CELL 2 OS=Arabidopsis thaliana GN=ASPG2 PE=2 SV=1
T3_Unigene_BMK.68597	sp|Q8H8U5|IN21B_ORYSJ	1.02709e-146	204/241(84.65)	419	Protein IN2-1 homolog B OS=Oryza sativa subsp. japonica GN=GSTZ5 PE=2 SV=1
T3_Unigene_BMK.68817	sp|Q9UQ35|SRRM2_HUMAN	2.01744e-09	67/187(35.83)	59	Serine/arginine repetitive matrix protein 2 OS=Homo sapiens GN=SRRM2 PE=1 SV=2
T3_Unigene_BMK.6918	sp|Q503V9|ENDUB_DANRE	1.19092e-58	110/273(40.29)	200	Poly(U)-specific endoribonuclease-B OS=Danio rerio GN=endoub PE=2 SV=1
T3_Unigene_BMK.69256	sp|P04907|GSTF3_MAIZE	3.01132e-90	152/218(69.72)	288	Glutathione S-transferase 3 OS=Zea mays GN=GST3 PE=1 SV=4
T3_Unigene_BMK.69360	sp|Q8VZC0|UXS1_ARATH	0	308/431(71.46)	606	UDP-glucuronic acid decarboxylase 1 OS=Arabidopsis thaliana GN=UXS1 PE=2 SV=1
T3_Unigene_BMK.69374	sp|Q7XJE6|MCA1_ARATH	1.79686e-104	167/319(52.35)	314	Metacaspase-1 OS=Arabidopsis thaliana GN=AMC1 PE=1 SV=1
T3_Unigene_BMK.69472	sp|Q9FLQ7|FH20_ARATH	1.49433e-19	57/128(44.53)	93	Formin-like protein 20 OS=Arabidopsis thaliana GN=FH20 PE=2 SV=3
T3_Unigene_BMK.69526	sp|O22348|TBA2_ELEIN	4.31769e-128	181/190(95.26)	370	Tubulin alpha-2 chain OS=Eleusine indica GN=TUBA2 PE=2 SV=1
T3_Unigene_BMK.69537	sp|P30110|GSTF1_WHEAT	3.37031e-159	218/229(95.20)	450	Glutathione S-transferase 1 OS=Triticum aestivum GN=GSTA1 PE=2 SV=1
T3_Unigene_BMK.69661	sp|Q9FSV7|SST_FESAR	1.34374e-85	137/209(65.55)	271	Sucrose:sucrose 1-fructosyltransferase OS=Festuca arundinacea GN=1-SST PE=1 SV=1
T3_Unigene_BMK.69862	sp|Q9M8T0|Y3288_ARATH	1.93029e-14	65/192(33.85)	76	Probable inactive receptor kinase At3g02880 OS=Arabidopsis thaliana GN=At3g02880 PE=1 SV=1
T3_Unigene_BMK.69955	sp|Q52KI8|SRRM1_MOUSE	4.35849e-07	47/148(31.76)	56	Serine/arginine repetitive matrix protein 1 OS=Mus musculus GN=Srrm1 PE=1 SV=2
T3_Unigene_BMK.70095	sp|O23044|PER3_ARATH	2.71463e-83	130/211(61.61)	256	Peroxidase 3 OS=Arabidopsis thaliana GN=PER3 PE=2 SV=1
T3_Unigene_BMK.70096	sp|A7QEU4|PER5_VITVI	1.2631e-109	174/329(52.89)	333	Peroxidase 5 OS=Vitis vinifera GN=GSVIVT00037159001 PE=1 SV=2
T3_Unigene_BMK.70128	sp|Q41001|BCP_PEA	3.52243e-34	67/167(40.12)	127	Blue copper protein OS=Pisum sativum PE=2 SV=1
T3_Unigene_BMK.70314	sp|Q9XG83|G2OX_PHACN	1.03835e-100	169/315(53.65)	308	Gibberellin 2-beta-dioxygenase OS=Phaseolus coccineus GN=GA2OX1 PE=2 SV=1
T3_Unigene_BMK.70317	sp|C0LGR3|Y4265_ARATH	2.01825e-23	50/108(46.30)	103	Probable LRR receptor-like serine/threonine-protein kinase At4g26540 OS=Arabidopsis thaliana GN=At4g26540 PE=1 SV=1
T3_Unigene_BMK.7033	sp|Q94LW6|SUT35_ARATH	0	323/544(59.38)	662	Probable sulfate transporter 3.5 OS=Arabidopsis thaliana GN=SULTR3;5 PE=2 SV=1
T3_Unigene_BMK.7035	sp|Q75JC9|Y8484_DICDI	1.2052e-09	50/203(24.63)	64	Uncharacterized protein DDB_G0271670 OS=Dictyostelium discoideum GN=DDB_G0271670 PE=4 SV=1
T3_Unigene_BMK.70391	sp|Q9UQ35|SRRM2_HUMAN	9.98334e-10	114/401(28.43)	65	Serine/arginine repetitive matrix protein 2 OS=Homo sapiens GN=SRRM2 PE=1 SV=2
T3_Unigene_BMK.7083	sp|Q84TC2|BX6_MAIZE	6.03858e-170	246/369(66.67)	488	DIBOA-glucoside dioxygenase BX6 OS=Zea mays GN=BX6 PE=1 SV=1
T3_Unigene_BMK.7153	sp|Q50EK3|C04C1_PINTA	2.26754e-121	132/245(53.88)	253	Cytochrome P450 704C1 OS=Pinus taeda GN=CYP704C1 PE=2 SV=1
T3_Unigene_BMK.7218	sp|Q8GRL4|HOX19_ORYSJ	6.76687e-126	215/303(70.96)	374	Homeobox-leucine zipper protein HOX19 OS=Oryza sativa subsp. japonica GN=HOX19 PE=2 SV=1
T3_Unigene_BMK.7434	sp|P14717|PAL1_ORYSJ	0	635/703(90.33)	1263	Phenylalanine ammonia-lyase OS=Oryza sativa subsp. japonica GN=PAL PE=1 SV=2
T3_Unigene_BMK.7572	sp|Q9M156|U72B1_ARATH	1.71814e-108	161/313(51.44)	329	UDP-glycosyltransferase 72B1 OS=Arabidopsis thaliana GN=UGT72B1 PE=1 SV=1
T3_Unigene_BMK.769	sp|P10496|GRP2_PHAVU	2.56317e-23	71/175(40.57)	102	Glycine-rich cell wall structural protein 1.8 OS=Phaseolus vulgaris PE=2 SV=1
T3_Unigene_BMK.7691	sp|Q94B38|GPT2_ARATH	0	259/295(87.80)	534	Glucose-6-phosphate/phosphate translocator 2, chloroplastic OS=Arabidopsis thaliana GN=GPT2 PE=2 SV=2
T3_Unigene_BMK.7693	sp|O04153|CALR3_ARATH	0	305/412(74.03)	658	Calreticulin-3 OS=Arabidopsis thaliana GN=CRT3 PE=2 SV=2
T3_Unigene_BMK.8424	sp|Q07346|DCE_PETHY	0	365/475(76.84)	760	Glutamate decarboxylase OS=Petunia hybrida GN=GAD PE=1 SV=1
T3_Unigene_BMK.8453	sp|A1YG32|S38A2_PANPA	2.98657e-37	121/410(29.51)	150	Sodium-coupled neutral amino acid transporter 2 OS=Pan paniscus GN=SLC38A2 PE=3 SV=1
T3_Unigene_BMK.8491	sp|Q40004|RBS_HORVU	1.09967e-121	170/175(97.14)	349	Ribulose bisphosphate carboxylase small chain, chloroplastic OS=Hordeum vulgare PE=2 SV=1
T3_Unigene_BMK.8498	sp|Q66S17|NATT3_THANI	1.40476e-10	41/139(29.50)	67	Natterin-3 OS=Thalassophryne nattereri PE=1 SV=1
T3_Unigene_BMK.8504	sp|Q9FGG3|WTR45_ARATH	3.5246e-112	167/333(50.15)	341	WAT1-related protein At5g64700 OS=Arabidopsis thaliana GN=At5g64700 PE=2 SV=1
T3_Unigene_BMK.8822	sp|Q42885|AROC2_SOLLC	0	302/422(71.56)	614	Chorismate synthase 2, chloroplastic OS=Solanum lycopersicum GN=CS2 PE=2 SV=1
T3_Unigene_BMK.8854	sp|Q5K4R0|MAD47_ORYSJ	4.80462e-63	120/168(71.43)	213	MADS-box transcription factor 47 OS=Oryza sativa subsp. japonica GN=MADS47 PE=1 SV=2
T3_Unigene_BMK.8856	sp|Q6K7E6|ERF1_ORYSJ	5.9106e-117	211/375(56.27)	353	Ethylene-responsive transcription factor 1 OS=Oryza sativa subsp. japonica GN=EREBP1 PE=1 SV=1
T3_Unigene_BMK.8983	sp|Q54RA4|Y3291_DICDI	2.57034e-43	102/320(31.87)	162	Probable iron/ascorbate oxidoreductase DDB_G0283291 OS=Dictyostelium discoideum GN=DDB_G0283291 PE=3 SV=1
T3_Unigene_BMK.8996	sp|Q9SZJ5|GLYM_ARATH	0	447/518(86.29)	886	Serine hydroxymethyltransferase, mitochondrial OS=Arabidopsis thaliana GN=SHM1 PE=1 SV=1
T3_Unigene_BMK.9107	sp|Q05085|PTR7_ARATH	0	360/584(61.64)	689	Nitrate transporter 1.1 OS=Arabidopsis thaliana GN=NRT1.1 PE=1 SV=1
T3_Unigene_BMK.9197	sp|Q39162|TGA4_ARATH	1.86214e-105	188/359(52.37)	325	Transcription factor TGA4 OS=Arabidopsis thaliana GN=TGA4 PE=1 SV=2
T3_Unigene_BMK.9248	sp|P31924|SUS1_ORYSJ	1.11671e-165	234/245(95.51)	488	Sucrose synthase 1 OS=Oryza sativa subsp. japonica GN=SUS1 PE=1 SV=1
T3_Unigene_BMK.9323	sp|Q84N28|FOMT1_WHEAT	0	272/276(98.55)	561	Flavone O-methyltransferase 1 OS=Triticum aestivum GN=OMT1 PE=1 SV=1
T3_Unigene_BMK.9584	sp|P68179|LT01_HORVU	1.17915e-27	54/54(100.00)	108	Low temperature-induced protein lt101.1 OS=Hordeum vulgare GN=LT101.1 PE=2 SV=1
T3_Unigene_BMK.9681	sp|Q69P51|CESA9_ORYSJ	0	368/415(88.67)	780	Cellulose synthase A catalytic subunit 9 [UDP-forming] OS=Oryza sativa subsp. japonica GN=CESA9 PE=2 SV=1
T3_Unigene_BMK.969	sp|P14009|14KD_DAUCA	8.33944e-35	58/84(69.05)	128	14 kDa proline-rich protein DC2.15 OS=Daucus carota PE=2 SV=1
T3_Unigene_BMK.9696	sp|Q9XIM7|CRPM1_ARATH	8.22637e-76	112/186(60.22)	235	Cold-regulated 413 plasma membrane protein 1 OS=Arabidopsis thaliana GN=COR413PM1 PE=1 SV=1
T3_Unigene_BMK.9753	sp|P37115|TCMO_VIGRR	0	424/506(83.79)	881	Trans-cinnamate 4-monooxygenase OS=Vigna radiata var. radiata GN=CYP73A2 PE=1 SV=1
T3_Unigene_BMK.993	sp|P46524|CO410_WHEAT	2.87731e-175	253/263(96.20)	493	Dehydrin COR410 OS=Triticum aestivum GN=COR410 PE=2 SV=1
T3_Unigene_BMK.9995	sp|Q5RDY2|TM9S4_PONAB	0	321/649(49.46)	644	Transmembrane 9 superfamily member 4 OS=Pongo abelii GN=TM9SF4 PE=2 SV=1
T4_Unigene_BMK.12114	sp|Q6L5F5|IMCE_ORYSJ	4.26421e-145	214/273(78.39)	431	Probable isoprenylcysteine alpha-carbonyl methylesterase ICME OS=Oryza sativa subsp. japonica GN=IMCE PE=2 SV=1
T4_Unigene_BMK.15138	sp|Q84UV8|NEC3_NICLS	5.06046e-81	130/256(50.78)	253	Bifunctional monodehydroascorbate reductase and carbonic anhydrase nectarin-3 OS=Nicotiana langsdorffii x Nicotiana sanderae GN=NEC3 PE=1 SV=1
T4_Unigene_BMK.15417	sp|Q9LV10|PTR53_ARATH	0	298/554(53.79)	619	Probable peptide/nitrate transporter At5g62680 OS=Arabidopsis thaliana GN=At5g62680 PE=2 SV=1
T4_Unigene_BMK.15522	sp|P46526|CS66_WHEAT	5.30381e-40	62/64(96.88)	141	Cold shock protein CS66 OS=Triticum aestivum GN=CS66 PE=2 SV=1
T4_Unigene_BMK.15844	sp|Q0VC03|MFSD5_BOVIN	2.13541e-10	43/152(28.29)	63	Major facilitator superfamily domain-containing protein 5 OS=Bos taurus GN=MFSD5 PE=2 SV=1
T4_Unigene_BMK.16103	sp|Q8H8U5|IN21B_ORYSJ	2.63965e-138	192/242(79.34)	396	Protein IN2-1 homolog B OS=Oryza sativa subsp. japonica GN=GSTZ5 PE=2 SV=1
T4_Unigene_BMK.16552	sp|Q9UF83|YM012_HUMAN	1.73462e-12	65/204(31.86)	71	Uncharacterized protein DKFZp434B061 OS=Homo sapiens PE=2 SV=2
T4_Unigene_BMK.18202	sp|Q8LEE9|FLA12_ARATH	8.90528e-46	95/242(39.26)	159	Fasciclin-like arabinogalactan protein 12 OS=Arabidopsis thaliana GN=FLA12 PE=2 SV=2
T4_Unigene_BMK.18623	sp|Q9LV48|PERK1_ARATH	0	305/476(64.08)	580	Proline-rich receptor-like protein kinase PERK1 OS=Arabidopsis thaliana GN=PERK1 PE=1 SV=1
T4_Unigene_BMK.18838	sp|Q9FXT4|AGAL_ORYSJ	0	347/417(83.21)	716	Alpha-galactosidase OS=Oryza sativa subsp. japonica GN=Os10g0493600 PE=1 SV=1
T4_Unigene_BMK.19084	sp|Q6F357|PLA7_ORYSJ	0	289/405(71.36)	590	Phospholipase A1-II 7 OS=Oryza sativa subsp. japonica GN=Os05g0574100 PE=2 SV=1
T4_Unigene_BMK.20361	sp|P21997|SSGP_VOLCA	5.51287e-13	52/126(41.27)	75	Sulfated surface glycoprotein 185 OS=Volvox carteri PE=1 SV=1
T4_Unigene_BMK.20536	sp|Q5R5Q2|SRRM1_PONAB	1.15775e-08	49/126(38.89)	56	Serine/arginine repetitive matrix protein 1 OS=Pongo abelii GN=SRRM1 PE=2 SV=1
T4_Unigene_BMK.20804	sp|P09864|IBB2_WHEAT	4.90724e-28	40/51(78.43)	100	Bowman-Birk type proteinase inhibitor II-4 (Fragment) OS=Triticum aestivum PE=1 SV=1
T4_Unigene_BMK.20919	sp|Q6ZQP7|YV021_HUMAN	1.22797e-13	88/275(32.00)	73	Uncharacterized protein LOC284861 OS=Homo sapiens PE=2 SV=1
T4_Unigene_BMK.21123	sp|P46526|CS66_WHEAT	9.6403e-66	100/123(81.30)	207	Cold shock protein CS66 OS=Triticum aestivum GN=CS66 PE=2 SV=1
T4_Unigene_BMK.21149	sp|Q5U3N0|PKHA8_DANRE	1.5631e-20	58/155(37.42)	96	Pleckstrin homology domain-containing family A member 8 OS=Danio rerio GN=plekha8 PE=2 SV=1
T4_Unigene_BMK.21718	sp|Q43681|NLTP_VIGUN	1.38183e-23	45/94(47.87)	92	Probable non-specific lipid-transfer protein AKCS9 OS=Vigna unguiculata PE=2 SV=1
T4_Unigene_BMK.22117	sp|Q9XH43|CET2_TOBAC	7.79451e-90	124/173(71.68)	273	CEN-like protein 2 OS=Nicotiana tabacum GN=CET2 PE=2 SV=1
T4_Unigene_BMK.28280	sp|Q9FK81|Y5258_ARATH	6.10419e-26	46/99(46.46)	99	Uncharacterized protein At5g22580 OS=Arabidopsis thaliana GN=At5g22580 PE=1 SV=1
T4_Unigene_BMK.31303	sp|C1B313|IF2_RHOOB	6.88751e-12	44/106(41.51)	63	Translation initiation factor IF-2 OS=Rhodococcus opacus (strain B4) GN=infB PE=3 SV=1
T4_Unigene_BMK.31476	sp|P46526|CS66_WHEAT	2.79009e-42	72/109(66.06)	146	Cold shock protein CS66 OS=Triticum aestivum GN=CS66 PE=2 SV=1
T4_Unigene_BMK.32688	sp|Q7XUK4|GUN12_ORYSJ	7.61166e-82	120/138(86.96)	257	Endoglucanase 12 OS=Oryza sativa subsp. japonica GN=GLU3 PE=2 SV=2
T4_Unigene_BMK.33896	sp|Q8RU27|UPTG2_SOLTU	4.17863e-129	167/181(92.27)	369	Alpha-1,4-glucan-protein synthase [UDP-forming] 2 OS=Solanum tuberosum GN=UPTG2 PE=1 SV=1
T4_Unigene_BMK.34498	sp|P12940|IBB_HORVU	3.02147e-58	76/93(81.72)	182	Bowman-Birk type trypsin inhibitor OS=Hordeum vulgare GN=BBBI PE=1 SV=1
T4_Unigene_BMK.34600	sp|Q41542|XTH_WHEAT	7.67717e-173	233/285(81.75)	488	Probable xyloglucan endotransglucosylase/hydrolase OS=Triticum aestivum GN=XTH PE=2 SV=1
